store_id,sku_id,system_price,tag_price,pos_price
S03,K0029,29.54,29.54,29.54
S03,K0030,22.79,22.79,22.79
S03,K0031,30.57,30.57,30.57
S03,K0032,21.48,21.48,21.48
S03,K0033,25.55,25.55,25.55
S03,K0034,4.47,4.47,4.47
S03,K0035,10.29,10.29,10.29
S03,K0036,12.26,12.26,12.26
S03,K0037,5.55,5.55,5.55
S03,K0038,10.45,10.45,10.45
S03,K0039,6.23,6.23,6.23
S03,K0040,11.9,11.9,11.9
S04,K0001,16.5,16.5,16.5
S04,K0002,3.95,3.95,3.95
S04,K0003,10.0,10.0,10.0
S04,K0004,19.17,19.17,19.17
S04,K0005,3.85,3.85,3.85
S04,K0006,9.36,9.36,9.36
S04,K0007,23.8,23.8,23.8
S04,K0008,20.44,20.44,20.44
S04,K0009,10.05,10.05,10.05
S04,K0010,21.86,21.86,21.86
S04,K0011,28.9,28.9,28.9
S04,K0012,3.21,3.21,3.21
S04,K0013,28.79,28.79,28.79
S04,K0014,25.34,25.34,25.34
S04,K0015,13.89,13.89,13.89
S04,K0016,7.98,7.98,7.98
S04,K0017,33.63,33.63,33.63
S04,K0018,13.77,13.77,13.77
S04,K0019,5.97,5.97,5.97
S04,K0020,6.09,6.09,6.09
S04,K0021,30.12,30.12,30.12
S04,K0022,22.32,22.32,22.32
S04,K0023,28.83,28.83,28.83
S04,K0024,26.35,26.35,26.35
S04,K0025,20.16,20.16,20.16
S04,K0026,34.14,34.14,34.14
S04,K0027,15.11,15.11,15.11
S04,K0028,20.67,20.67,20.67
S04,K0029,29.54,29.54,29.54
S04,K0030,22.79,22.79,22.79
S04,K0031,30.57,30.57,30.57
S04,K0032,21.48,21.48,21.48
S04,K0033,25.55,25.55,25.55
S04,K0034,4.47,4.47,4.47
S04,K0035,10.29,10.29,10.29
S04,K0036,12.26,12.26,12.26
S04,K0037,5.55,5.55,5.55
S04,K0038,10.45,10.45,10.45
S04,K0039,6.23,6.23,6.23
S04,K0040,11.9,11.9,11.9
S05,K0001,16.5,16.5,16.5
S05,K0002,3.95,3.95,3.95
S05,K0003,10.0,10.0,10.0
S05,K0004,19.17,19.17,19.17
S05,K0005,3.85,3.85,3.85
S05,K0006,9.36,9.36,9.36
S05,K0007,23.8,23.8,23.8
S05,K0008,20.44,20.44,20.44
S05,K0009,10.05,10.05,10.05
S05,K0010,21.86,21.86,21.86
S05,K0011,28.9,28.9,28.9
S05,K0012,3.21,3.21,3.21
S05,K0013,28.79,28.79,28.79
S05,K0014,25.34,25.34,25.34
S05,K0015,13.89,13.89,13.89
S05,K0016,7.98,7.98,7.98
S05,K0017,33.63,33.63,33.63
S05,K0018,13.77,13.77,13.77
S05,K0019,5.97,5.97,5.97
S05,K0020,6.09,6.09,6.09
S05,K0021,30.12,30.12,30.12
S05,K0022,22.32,22.32,22.32
S05,K0023,28.83,28.83,28.83
S05,K0024,26.35,26.35,26.35
S05,K0025,20.16,20.16,20.16
S05,K0026,34.14,34.14,34.14
S05,K0027,15.11,15.11,15.11
S05,K0028,20.67,20.67,20.67
S05,K0029,29.54,29.54,29.54
S05,K0030,22.79,22.79,22.79
S05,K0031,30.57,30.57,30.57
S05,K0032,21.48,21.48,21.48
S05,K0033,25.55,25.55,25.55
S05,K0034,4.47,4.47,4.47
S05,K0035,10.29,10.29,10.29
S05,K0036,12.26,12.26,12.26
S05,K0037,5.55,5.55,5.55
S05,K0038,10.45,10.45,10.45
S05,K0039,6.23,6.23,6.23
S05,K0040,11.9,11.9,11.9
S06,K0001,16.5,16.5,16.5
S06,K0002,3.95,3.95,3.95
S06,K0003,10.0,10.0,10.0
S06,K0004,19.17,19.17,19.17
S06,K0005,3.85,3.85,3.85
S06,K0006,9.36,9.36,9.36
S06,K0007,23.8,23.8,23.8
S06,K0008,20.44,20.44,20.44
S06,K0009,10.05,10.05,10.05
S06,K0010,21.86,21.86,21.86
S06,K0011,28.9,28.9,28.9
S06,K0012,3.21,3.21,3.21
S06,K0013,28.79,28.79,28.79
S06,K0014,25.34,25.34,25.34
S06,K0015,13.89,13.89,13.89
S06,K0016,7.98,7.98,7.98
S06,K0017,33.63,33.63,33.63
S06,K0018,13.77,13.77,13.77
S06,K0019,5.97,5.97,5.97
S06,K0020,6.09,6.09,6.09
S06,K0021,30.12,30.12,30.12
S06,K0022,22.32,22.32,22.32
S06,K0023,28.83,28.83,28.83
S06,K0024,26.35,26.35,26.35
S06,K0025,20.16,20.16,20.16
S06,K0026,34.14,34.14,34.14
S06,K0027,15.11,15.11,15.11
S06,K0028,20.67,20.67,20.67
S06,K0029,29.54,29.54,29.54
S06,K0030,22.79,22.79,22.79
S06,K0031,30.57,30.57,30.57
S06,K0032,21.48,21.48,21.48
S06,K0033,25.55,25.55,25.55
S06,K0034,4.47,4.47,4.47
S06,K0035,10.29,10.29,10.29
S06,K0036,12.26,12.26,12.26
S06,K0037,5.55,5.55,5.55
S06,K0038,10.45,10.45,10.45
S06,K0039,6.23,6.23,6.23
S06,K0040,11.9,11.9,11.9
S07,K0001,16.5,16.5,16.5
S07,K0002,3.95,3.95,3.95
S07,K0003,10.0,10.0,10.0
S07,K0004,19.17,19.17,19.17
S07,K0005,3.85,3.85,3.85
S07,K0006,9.36,9.36,9.36
S07,K0007,23.8,23.8,23.8
S07,K0008,20.44,20.44,20.44
S07,K0009,10.05,10.05,10.05
S07,K0010,21.86,21.86,21.86
S07,K0011,28.9,28.9,28.9
S07,K0012,3.21,3.21,3.21
S07,K0013,28.79,28.79,28.79
S07,K0014,25.34,25.34,25.34
S07,K0015,13.89,13.89,13.89
S07,K0016,7.98,7.98,7.98
S07,K0017,33.63,33.63,33.63
S07,K0018,13.77,13.77,13.77
S07,K0019,5.97,5.97,5.97
S07,K0020,6.09,6.09,6.09
S07,K0021,30.12,30.12,30.12
S07,K0022,22.32,22.32,22.32
S07,K0023,28.83,28.83,28.83
S07,K0024,26.35,26.35,26.35
S07,K0025,20.16,20.16,20.16
S07,K0026,34.14,34.14,34.14
S07,K0027,15.11,15.11,15.11
S07,K0028,20.67,20.67,20.67
S07,K0029,29.54,29.54,29.54
S07,K0030,22.79,22.79,22.79
S07,K0031,30.57,30.57,30.57
S07,K0032,21.48,21.48,21.48
S07,K0033,25.55,25.55,25.55
S07,K0034,4.47,4.47,4.47
S07,K0035,10.29,10.29,10.29
S07,K0036,12.26,12.26,12.26
S07,K0037,5.55,5.55,5.55
S07,K0038,10.45,10.45,10.45
S07,K0039,6.23,6.23,6.23
S07,K0040,11.9,11.9,11.9
S08,K0001,16.5,16.5,16.5
S08,K0002,3.95,3.95,3.95
S08,K0003,10.0,10.0,10.0
S08,K0004,19.17,19.17,19.17
S08,K0005,3.85,3.85,3.85
S08,K0006,9.36,9.36,9.36
S08,K0007,23.8,23.8,23.8
S08,K0008,20.44,20.44,20.44
S08,K0009,10.05,10.05,10.05
S08,K0010,21.86,21.86,21.86
S08,K0011,28.9,28.9,28.9
S08,K0012,3.21,3.21,3.21
S08,K0013,28.79,28.79,28.79
S08,K0014,25.34,25.34,25.34
S08,K0015,13.89,13.89,13.89
S08,K0016,7.98,7.98,7.98
S08,K0017,33.63,33.63,33.63
S08,K0018,13.77,13.77,13.77
S08,K0019,5.97,5.97,5.97
S08,K0020,6.09,4.87,6.09
S08,K0021,30.12,30.12,30.12
S08,K0022,22.32,22.32,22.32
S08,K0023,28.83,28.83,28.83
S08,K0024,26.35,26.35,26.35
S08,K0025,20.16,20.16,20.16
S08,K0026,34.14,34.14,34.14
S08,K0027,15.11,15.11,15.11
S08,K0028,20.67,20.67,20.67
S08,K0029,29.54,29.54,29.54
S08,K0030,22.79,22.79,22.79
S08,K0031,30.57,30.57,30.57
S08,K0032,21.48,21.48,21.48
S08,K0033,25.55,25.55,25.55
S08,K0034,4.47,4.47,4.47
S08,K0035,10.29,10.29,10.29
S08,K0036,12.26,12.26,12.26
S08,K0037,5.55,5.55,5.55
S08,K0038,10.45,10.45,10.45
S08,K0039,6.23,6.23,6.23
S08,K0040,11.9,11.9,11.9
S09,K0001,16.5,16.5,16.5
S09,K0002,3.95,3.95,3.95
S09,K0003,10.0,10.0,10.0
S09,K0004,19.17,19.17,19.17
S09,K0005,3.85,3.85,3.85
S09,K0006,9.36,9.36,9.36
S09,K0007,23.8,23.8,23.8
S09,K0008,20.44,20.44,20.44
S09,K0009,10.05,10.05,10.05
S09,K0010,21.86,21.86,21.86
S09,K0011,28.9,28.9,28.9
S09,K0012,3.21,3.21,3.21
S09,K0013,28.79,28.79,28.79
S09,K0014,25.34,25.34,25.34
S09,K0015,13.89,13.89,13.89
S09,K0016,7.98,7.98,7.98
S09,K0017,33.63,33.63,33.63
S09,K0018,13.77,13.77,13.77
S09,K0019,5.97,5.97,5.97
S09,K0020,6.09,6.09,6.09
S09,K0021,30.12,30.12,30.12
S09,K0022,22.32,22.32,22.32
S09,K0023,28.83,28.83,28.83
S09,K0024,26.35,26.35,26.35
S09,K0025,20.16,20.16,20.16
S09,K0026,34.14,34.14,34.14
S09,K0027,15.11,15.11,15.11
S09,K0028,20.67,20.67,20.67
S09,K0029,29.54,29.54,29.54
S09,K0030,22.79,22.79,22.79
S09,K0031,30.57,30.57,30.57
S09,K0032,21.48,21.48,21.48
S09,K0033,25.55,25.55,25.55
S09,K0034,4.47,4.47,4.47
S09,K0035,10.29,10.29,10.29
S09,K0036,12.26,12.26,12.26
S09,K0037,5.55,5.55,5.55
S09,K0038,10.45,10.45,10.45
S09,K0039,6.23,6.23,6.23
S09,K0040,11.9,11.9,11.9
S10,K0001,16.5,16.5,16.5
S10,K0002,3.95,3.95,3.95
S10,K0003,10.0,10.0,10.0
S10,K0004,19.17,19.17,19.17
S10,K0005,3.85,3.85,3.85
S10,K0006,9.36,9.36,9.36
S10,K0007,23.8,23.8,23.8
S10,K0008,20.44,20.44,20.44
S10,K0009,10.05,10.05,10.05
S10,K0010,21.86,21.86,21.86
S10,K0011,28.9,28.9,28.9
S10,K0012,3.21,3.21,3.21
S10,K0013,28.79,28.79,28.79
S10,K0014,25.34,25.34,25.34
S10,K0015,13.89,13.89,13.89
S10,K0016,7.98,7.98,7.98
S10,K0017,33.63,33.63,33.63
S10,K0018,13.77,13.77,13.77
S10,K0019,5.97,5.97,5.97
S10,K0020,6.09,6.09,6.09
S10,K0021,30.12,30.12,30.12
S10,K0022,22.32,22.32,22.32
S10,K0023,28.83,28.83,28.83
S10,K0024,26.35,26.35,26.35
S10,K0025,20.16,20.16,20.16
S10,K0026,34.14,34.14,34.14
S10,K0027,15.11,15.11,15.11
S10,K0028,20.67,20.67,20.67
S10,K0029,29.54,29.54,29.54
S10,K0030,22.79,22.79,22.79
S10,K0031,30.57,30.57,30.57
S10,K0032,21.48,21.48,21.48
S10,K0033,25.55,25.55,25.55
S10,K0034,4.47,4.47,4.47
S10,K0035,10.29,10.29,10.29
S10,K0036,12.26,12.26,12.26
S10,K0037,5.55,5.55,5.55
S10,K0038,10.45,10.45,10.45
S10,K0039,6.23,6.23,6.23
S10,K0040,11.9,11.9,11.9
S11,K0001,16.5,16.5,16.5
S11,K0002,3.95,3.95,3.95
S11,K0003,10.0,10.0,10.0
S11,K0004,19.17,19.17,19.17
S11,K0005,3.85,3.85,3.85
S11,K0006,9.36,9.36,9.36
S11,K0007,23.8,23.8,23.8
S11,K0008,20.44,20.44,20.44
S11,K0009,10.05,10.05,10.05
S11,K0010,21.86,21.86,21.86
S11,K0011,28.9,28.9,28.9
S11,K0012,3.21,3.21,3.21
S11,K0013,28.79,28.79,28.79
S11,K0014,25.34,25.34,25.34
S11,K0015,13.89,13.89,13.89
S11,K0016,7.98,7.98,7.98
S11,K0017,33.63,33.63,33.63
S11,K0018,13.77,13.77,13.77
S11,K0019,5.97,5.97,5.97
S11,K0020,6.09,6.09,6.09
S11,K0021,30.12,30.12,30.12
S11,K0022,22.32,22.32,22.32
S11,K0023,28.83,28.83,28.83
S11,K0024,26.35,26.35,26.35
S11,K0025,20.16,20.16,20.16
S11,K0026,34.14,34.14,34.14
S11,K0027,15.11,15.11,15.11
S11,K0028,20.67,20.67,20.67
S11,K0029,29.54,29.54,29.54
S11,K0030,22.79,22.79,22.79
S11,K0031,30.57,30.57,30.57
S11,K0032,21.48,21.48,21.48
S11,K0033,25.55,25.55,25.55
S11,K0034,4.47,4.47,4.47
S11,K0035,10.29,10.29,10.29
S11,K0036,12.26,12.26,12.26
S11,K0037,5.55,5.55,5.55
S11,K0038,10.45,10.45,10.45
S11,K0039,6.23,6.23,6.23
S11,K0040,11.9,11.9,11.9
S12,K0001,16.5,16.5,16.5
S12,K0002,3.95,3.95,3.95
S12,K0003,10.0,10.0,10.0
S12,K0004,19.17,19.17,19.17
S12,K0005,3.85,3.85,3.85
S12,K0006,9.36,9.36,9.36
S12,K0007,23.8,23.8,23.8
S12,K0008,20.44,20.44,20.44
S12,K0009,10.05,10.05,10.05
S12,K0010,21.86,21.86,21.86
S12,K0011,28.9,28.9,28.9
S12,K0012,3.21,3.21,3.21
S12,K0013,28.79,28.79,28.79
S12,K0014,25.34,25.34,25.34
S12,K0015,13.89,13.89,13.89
S12,K0016,7.98,7.98,7.98
S12,K0017,33.63,33.63,33.63
S12,K0018,13.77,13.77,13.77
S12,K0019,5.97,5.97,5.97
S12,K0020,6.09,6.09,6.09
S12,K0021,30.12,30.12,30.12
S12,K0022,22.32,22.32,22.32
S12,K0023,28.83,28.83,28.83
S12,K0024,26.35,26.35,26.35
S12,K0025,20.16,20.16,20.16
S12,K0026,34.14,34.14,34.14
S12,K0027,15.11,15.11,15.11
S12,K0028,20.67,20.67,20.67
S12,K0029,29.54,29.54,29.54
S12,K0030,22.79,22.79,22.79
S12,K0031,30.57,30.57,30.57
S12,K0032,21.48,21.48,21.48
S12,K0033,25.55,25.55,25.55
S12,K0034,4.47,4.47,4.47
S12,K0035,10.29,10.29,10.29
S12,K0036,12.26,12.26,12.26
S12,K0037,5.55,5.55,5.55
S12,K0038,10.45,10.45,10.45
S12,K0039,6.23,6.23,6.23
S12,K0040,11.9,11.9,11.9
