ts,store_id,sku_id,cat,qty,amount
2026-07-19 04:15,S04,K0036,饮料,1,12.26
2026-07-19 04:18,S04,K0008,零食,1,20.44
2026-07-19 04:48,S04,K0032,乳品,3,42.96
2026-07-19 04:34,S04,K0033,零食,2,51.1
2026-07-19 04:19,S04,K0031,饮料,1,61.14
2026-07-19 05:01,S04,K0025,鲜食,3,20.16
2026-07-19 05:06,S04,K0005,鲜食,2,7.7
2026-07-19 05:06,S04,K0033,零食,1,51.1
2026-07-19 06:26,S04,K0038,零食,3,20.9
2026-07-19 06:17,S04,K0010,鲜食,3,43.72
2026-07-19 06:10,S04,K0023,零食,3,57.66
2026-07-19 06:48,S04,K0030,鲜食,2,22.79
2026-07-19 07:13,S04,K0037,乳品,1,11.1
2026-07-19 07:09,S04,K0003,零食,3,20.0
2026-07-19 07:13,S04,K0025,鲜食,3,20.16
2026-07-19 07:57,S04,K0003,零食,3,20.0
2026-07-19 08:44,S04,K0007,乳品,2,23.8
2026-07-19 08:47,S04,K0034,日化,2,4.47
2026-07-19 08:15,S04,K0010,鲜食,3,21.86
2026-07-19 08:19,S04,K0005,鲜食,2,7.7
2026-07-19 09:30,S04,K0026,饮料,1,68.28
2026-07-19 09:13,S04,K0035,鲜食,2,20.58
2026-07-19 08:51,S04,K0035,鲜食,3,10.29
2026-07-19 09:29,S04,K0016,饮料,3,15.96
2026-07-19 09:36,S04,K0015,鲜食,1,27.78
2026-07-19 09:37,S04,K0007,乳品,3,23.8
2026-07-19 08:59,S04,K0029,日化,3,59.08
2026-07-19 08:51,S04,K0002,乳品,2,3.95
2026-07-19 09:11,S04,K0019,日化,2,11.94
2026-07-19 09:04,S04,K0010,鲜食,3,43.72
2026-07-19 09:32,S04,K0037,乳品,1,5.55
2026-07-19 10:28,S04,K0006,饮料,2,9.36
2026-07-19 10:47,S04,K0032,乳品,3,21.48
2026-07-19 10:18,S04,K0015,鲜食,3,27.78
2026-07-19 10:05,S04,K0030,鲜食,3,22.79
2026-07-19 11:32,S04,K0019,日化,3,5.97
2026-07-19 11:17,S04,K0005,鲜食,2,7.7
2026-07-19 11:33,S04,K0028,零食,2,41.34
2026-07-19 11:01,S04,K0020,鲜食,2,12.18
2026-07-19 11:04,S04,K0007,乳品,2,47.6
2026-07-19 11:07,S04,K0037,乳品,3,11.1
2026-07-19 11:42,S04,K0002,乳品,3,7.9
2026-07-19 10:49,S04,K0018,零食,3,13.77
2026-07-19 11:36,S04,K0039,日化,2,12.46
2026-07-19 12:40,S04,K0039,日化,2,6.23
2026-07-19 12:28,S04,K0013,零食,2,28.79
2026-07-19 12:46,S04,K0007,乳品,3,23.8
2026-07-19 12:51,S04,K0029,日化,3,59.08
2026-07-19 12:54,S04,K0009,日化,2,20.1
2026-07-19 13:00,S04,K0027,乳品,1,15.11
2026-07-19 13:45,S04,K0035,鲜食,2,20.58
2026-07-19 14:47,S04,K0017,乳品,2,67.26
2026-07-19 14:40,S04,K0022,乳品,1,44.64
2026-07-19 13:58,S04,K0005,鲜食,1,7.7
2026-07-18 21:54,S05,K0024,日化,2,26.35
2026-07-18 22:23,S05,K0017,乳品,1,67.26
2026-07-18 22:32,S05,K0024,日化,3,52.7
2026-07-18 22:13,S05,K0038,零食,3,20.9
2026-07-18 22:32,S05,K0007,乳品,1,47.6
2026-07-18 22:28,S05,K0002,乳品,3,7.9
2026-07-18 23:30,S05,K0015,鲜食,1,27.78
2026-07-18 23:30,S05,K0020,鲜食,2,6.09
2026-07-18 22:51,S05,K0009,日化,1,20.1
2026-07-18 22:56,S05,K0032,乳品,1,21.48
2026-07-18 22:57,S05,K0035,鲜食,2,20.58
2026-07-18 23:31,S05,K0024,日化,3,52.7
2026-07-19 00:45,S05,K0010,鲜食,2,21.86
2026-07-19 00:28,S05,K0032,乳品,2,42.96
2026-07-19 00:33,S05,K0003,零食,2,10.0
2026-07-19 00:17,S05,K0029,日化,1,59.08
2026-07-19 01:23,S05,K0024,日化,3,52.7
2026-07-19 01:14,S05,K0004,日化,2,19.17
2026-07-19 01:54,S05,K0030,鲜食,3,22.79
2026-07-19 01:50,S05,K0039,日化,1,12.46
2026-07-19 03:39,S05,K0009,日化,3,10.05
2026-07-19 03:42,S05,K0005,鲜食,3,3.85
2026-07-19 03:02,S05,K0038,零食,1,20.9
2026-07-19 03:49,S05,K0039,日化,2,6.23
2026-07-19 04:23,S05,K0009,日化,2,10.05
2026-07-19 04:31,S05,K0008,零食,1,20.44
2026-07-19 05:39,S05,K0023,零食,1,57.66
2026-07-19 05:00,S05,K0002,乳品,2,3.95
2026-07-19 06:22,S05,K0027,乳品,1,15.11
2026-07-19 06:17,S05,K0031,饮料,2,30.57
2026-07-19 07:03,S05,K0033,零食,3,25.55
2026-07-19 07:08,S05,K0034,日化,2,4.47
2026-07-19 07:19,S05,K0004,日化,2,38.34
2026-07-19 08:20,S05,K0007,乳品,3,47.6
2026-07-19 08:46,S05,K0005,鲜食,1,7.7
2026-07-19 07:58,S05,K0039,日化,1,6.23
2026-07-19 08:28,S05,K0018,零食,3,27.54
2026-07-19 09:22,S05,K0039,日化,2,12.46
2026-07-19 09:27,S05,K0033,零食,2,25.55
2026-07-19 09:43,S05,K0008,零食,3,20.44
2026-07-19 09:17,S05,K0028,零食,1,41.34
2026-07-19 09:41,S05,K0022,乳品,2,44.64
2026-07-19 10:09,S05,K0007,乳品,2,47.6
2026-07-19 10:12,S05,K0017,乳品,1,67.26
2026-07-19 09:54,S05,K0005,鲜食,1,3.85
2026-07-19 09:55,S05,K0028,零食,3,41.34
2026-07-19 10:24,S05,K0009,日化,1,20.1
2026-07-19 11:15,S05,K0008,零食,2,40.88
2026-07-19 11:07,S05,K0004,日化,3,38.34
2026-07-19 10:55,S05,K0023,零食,3,28.83
2026-07-19 11:31,S05,K0010,鲜食,2,21.86
2026-07-19 11:11,S05,K0007,乳品,3,47.6
2026-07-19 11:37,S05,K0008,零食,2,20.44
2026-07-19 11:43,S05,K0028,零食,3,20.67
2026-07-19 11:50,S05,K0018,零食,1,27.54
2026-07-19 12:47,S05,K0020,鲜食,2,12.18
2026-07-19 12:00,S05,K0001,饮料,1,33.0
2026-07-19 11:58,S05,K0005,鲜食,3,3.85
2026-07-19 13:02,S05,K0034,日化,2,8.94
2026-07-19 13:10,S05,K0030,鲜食,1,45.58
2026-07-19 14:38,S05,K0021,饮料,3,30.12
2026-07-19 13:58,S05,K0004,日化,1,19.17
2026-07-19 14:06,S05,K0006,饮料,2,18.72
2026-07-18 22:17,S06,K0039,日化,2,12.46
2026-07-18 22:37,S06,K0014,日化,3,25.34
2026-07-18 22:16,S06,K0023,零食,1,57.66
2026-07-18 22:20,S06,K0038,零食,3,20.9
2026-07-18 22:03,S06,K0003,零食,2,10.0
2026-07-18 23:08,S06,K0014,日化,1,25.34
2026-07-18 23:07,S06,K0017,乳品,2,33.63
2026-07-19 00:36,S06,K0032,乳品,2,21.48
2026-07-19 00:13,S06,K0009,日化,3,10.05
2026-07-19 01:14,S06,K0005,鲜食,3,3.85
2026-07-19 00:50,S06,K0028,零食,2,20.67
2026-07-19 01:25,S06,K0021,饮料,2,60.24
2026-07-19 01:56,S06,K0019,日化,2,5.97
2026-07-19 01:59,S06,K0021,饮料,3,60.24
2026-07-19 01:54,S06,K0024,日化,2,26.35
2026-07-19 03:26,S06,K0028,零食,2,20.67
2026-07-19 03:44,S06,K0026,饮料,2,68.28
2026-07-19 03:10,S06,K0015,鲜食,1,13.89
2026-07-19 04:21,S06,K0034,日化,1,8.94
2026-07-19 04:35,S06,K0023,零食,3,28.83
2026-07-19 04:58,S06,K0007,乳品,2,23.8
2026-07-19 05:27,S06,K0012,乳品,1,3.21
2026-07-19 06:18,S06,K0032,乳品,3,42.96
2026-07-19 06:30,S06,K0037,乳品,3,11.1
2026-07-19 07:17,S06,K0010,鲜食,1,43.72
2026-07-19 07:29,S06,K0029,日化,2,59.08
2026-07-19 06:52,S06,K0038,零食,2,10.45
2026-07-19 08:17,S06,K0030,鲜食,1,22.79
2026-07-19 08:42,S06,K0024,日化,2,26.35
2026-07-19 08:28,S06,K0006,饮料,3,18.72
2026-07-19 09:24,S06,K0038,零食,3,10.45
2026-07-19 09:47,S06,K0029,日化,3,29.54
2026-07-19 09:27,S06,K0021,饮料,2,30.12
2026-07-19 09:17,S06,K0004,日化,1,38.34
2026-07-19 09:21,S06,K0006,饮料,3,9.36
2026-07-19 10:34,S06,K0016,饮料,2,15.96
2026-07-19 10:22,S06,K0034,日化,3,4.47
2026-07-19 11:47,S06,K0024,日化,2,52.7
2026-07-19 11:38,S06,K0027,乳品,2,15.11
2026-07-19 10:53,S06,K0022,乳品,2,22.32
2026-07-19 11:32,S06,K0036,饮料,2,24.52
2026-07-19 12:44,S06,K0039,日化,1,12.46
2026-07-19 12:26,S06,K0006,饮料,3,9.36
2026-07-19 12:08,S06,K0023,零食,3,57.66
2026-07-19 13:34,S06,K0039,日化,1,12.46
2026-07-19 13:13,S06,K0036,饮料,3,24.52
2026-07-19 13:54,S06,K0034,日化,3,8.94
2026-07-19 14:12,S06,K0033,零食,1,51.1
2026-07-18 22:02,S07,K0012,乳品,2,6.42
2026-07-18 22:03,S07,K0013,零食,1,28.79
2026-07-18 22:07,S07,K0005,鲜食,1,3.85
2026-07-18 22:45,S07,K0022,乳品,3,22.32
2026-07-18 22:13,S07,K0039,日化,1,6.23
2026-07-18 22:42,S07,K0012,乳品,3,3.21
2026-07-18 23:15,S07,K0003,零食,2,10.0
2026-07-18 23:28,S07,K0029,日化,2,59.08
2026-07-18 23:23,S07,K0015,鲜食,1,27.78
2026-07-18 23:46,S07,K0031,饮料,1,61.14
2026-07-18 23:17,S07,K0037,乳品,2,11.1
2026-07-18 23:21,S07,K0025,鲜食,3,40.32
2026-07-18 23:41,S07,K0011,饮料,1,28.9
2026-07-18 22:52,S07,K0017,乳品,3,67.26
2026-07-18 23:24,S07,K0024,日化,1,26.35
2026-07-19 00:37,S07,K0006,饮料,1,18.72
2026-07-19 00:46,S07,K0029,日化,3,29.54
2026-07-18 23:54,S07,K0028,零食,1,41.34
2026-07-19 00:48,S07,K0023,零食,1,57.66
2026-07-19 01:21,S07,K0026,饮料,2,34.14
2026-07-19 00:54,S07,K0025,鲜食,2,20.16
2026-07-19 02:48,S07,K0021,饮料,1,60.24
2026-07-19 01:57,S07,K0010,鲜食,1,43.72
2026-07-19 03:37,S07,K0009,日化,3,20.1
2026-07-19 03:28,S07,K0029,日化,1,29.54
2026-07-19 03:05,S07,K0002,乳品,1,3.95
2026-07-19 03:35,S07,K0036,饮料,3,24.52
2026-07-19 03:38,S07,K0008,零食,2,20.44
2026-07-19 02:56,S07,K0020,鲜食,1,6.09
2026-07-19 03:29,S07,K0027,乳品,3,30.22
2026-07-19 02:56,S07,K0005,鲜食,2,3.85
2026-07-19 03:25,S07,K0033,零食,1,25.55
2026-07-19 03:49,S07,K0028,零食,3,41.34
2026-07-19 04:25,S07,K0016,饮料,2,7.98
2026-07-19 04:22,S07,K0006,饮料,2,9.36
2026-07-19 04:23,S07,K0034,日化,3,4.47
2026-07-19 04:44,S07,K0025,鲜食,2,20.16
2026-07-19 04:12,S07,K0025,鲜食,2,20.16
2026-07-19 05:11,S07,K0005,鲜食,1,3.85
2026-07-19 05:36,S07,K0038,零食,2,10.45
2026-07-19 05:11,S07,K0003,零食,3,20.0
2026-07-19 05:42,S07,K0012,乳品,3,6.42
2026-07-19 06:40,S07,K0012,乳品,1,3.21
2026-07-19 05:51,S07,K0030,鲜食,2,22.79
2026-07-19 06:39,S07,K0003,零食,1,10.0
2026-07-19 06:48,S07,K0021,饮料,2,60.24
2026-07-19 06:19,S07,K0035,鲜食,2,10.29
2026-07-19 07:11,S07,K0019,日化,1,11.94
2026-07-19 06:56,S07,K0018,零食,2,27.54
2026-07-19 07:36,S07,K0026,饮料,2,68.28
2026-07-19 08:20,S07,K0012,乳品,3,6.42
2026-07-19 08:48,S07,K0024,日化,3,52.7
2026-07-19 08:35,S07,K0006,饮料,2,9.36
2026-07-19 08:27,S07,K0028,零食,1,41.34
2026-07-19 08:54,S07,K0007,乳品,2,47.6
2026-07-19 09:17,S07,K0020,鲜食,3,12.18
2026-07-19 09:33,S07,K0011,饮料,2,57.8
2026-07-19 08:51,S07,K0029,日化,3,59.08
2026-07-19 09:16,S07,K0040,鲜食,2,11.9
2026-07-19 09:31,S07,K0005,鲜食,3,7.7
2026-07-19 09:21,S07,K0024,日化,3,26.35
2026-07-19 10:43,S07,K0010,鲜食,3,43.72
2026-07-19 09:57,S07,K0003,零食,1,10.0
2026-07-19 11:13,S07,K0024,日化,3,26.35
2026-07-19 10:58,S07,K0039,日化,3,12.46
2026-07-19 11:12,S07,K0024,日化,2,26.35
2026-07-19 10:57,S07,K0037,乳品,3,11.1
2026-07-19 11:09,S07,K0026,饮料,3,68.28
2026-07-19 10:56,S07,K0016,饮料,1,7.98
2026-07-19 11:22,S07,K0032,乳品,2,21.48
2026-07-19 12:34,S07,K0017,乳品,2,33.63
2026-07-19 12:07,S07,K0040,鲜食,3,23.8
2026-07-19 11:56,S07,K0013,零食,1,28.79
2026-07-19 12:00,S07,K0029,日化,3,59.08
2026-07-19 13:31,S07,K0021,饮料,2,30.12
2026-07-19 13:23,S07,K0036,饮料,2,24.52
2026-07-19 14:39,S07,K0012,乳品,2,3.21
2026-07-19 14:01,S07,K0008,零食,1,20.44
2026-07-19 13:50,S07,K0032,乳品,2,42.96
2026-07-18 21:57,S08,K0036,饮料,3,12.26
2026-07-18 22:08,S08,K0005,鲜食,2,7.7
2026-07-18 22:15,S08,K0034,日化,2,4.47
2026-07-18 22:09,S08,K0009,日化,3,10.05
2026-07-18 22:18,S08,K0029,日化,3,59.08
2026-07-18 23:29,S08,K0036,饮料,3,12.26
2026-07-18 23:16,S08,K0009,日化,3,10.05
2026-07-18 23:22,S08,K0008,零食,1,40.88
2026-07-19 00:09,S08,K0011,饮料,3,28.9
2026-07-19 00:22,S08,K0023,零食,2,28.83
2026-07-19 01:29,S08,K0013,零食,3,57.58
2026-07-19 01:29,S08,K0009,日化,2,10.05
2026-07-19 01:30,S08,K0033,零食,1,25.55
2026-07-19 02:35,S08,K0040,鲜食,3,23.8
2026-07-19 01:51,S08,K0037,乳品,1,5.55
2026-07-19 03:05,S08,K0037,乳品,3,5.55
2026-07-19 03:15,S08,K0037,乳品,3,5.55
2026-07-19 04:07,S08,K0035,鲜食,3,20.58
2026-07-19 04:04,S08,K0031,饮料,3,61.14
2026-07-19 04:18,S08,K0020,鲜食,1,6.09
2026-07-19 04:17,S08,K0011,饮料,2,57.8
2026-07-19 04:02,S08,K0030,鲜食,2,22.79
2026-07-19 05:35,S08,K0021,饮料,2,60.24
2026-07-19 05:37,S08,K0009,日化,2,10.05
2026-07-19 05:04,S08,K0021,饮料,2,30.12
2026-07-19 06:04,S08,K0029,日化,1,29.54
2026-07-19 06:07,S08,K0004,日化,2,38.34
2026-07-19 06:44,S08,K0016,饮料,1,15.96
2026-07-19 07:01,S08,K0021,饮料,1,60.24
2026-07-19 07:18,S08,K0033,零食,2,51.1
2026-07-19 06:50,S08,K0032,乳品,1,42.96
2026-07-19 07:18,S08,K0033,零食,1,25.55
2026-07-19 07:52,S08,K0023,零食,1,57.66
2026-07-19 08:27,S08,K0032,乳品,3,42.96
2026-07-19 08:23,S08,K0019,日化,1,5.97
2026-07-19 07:57,S08,K0028,零食,2,41.34
